"Year","Month","Day","HOUR","MINUTE","Avg_price","sum_amount"
2022,10,18,12,42,19616.042868852477,13.878445799999
2022,10,18,12,43,19606.98724598929,15.499377709999
2022,10,18,12,44,19606.606356382978,10.398377099999
2022,10,18,12,45,19608.719339407755,14.289158369999
2022,10,18,12,46,19605.0823112128,11.722500569999
2022,10,18,12,47,19596.87949008499,11.822470939999
2022,10,18,12,48,19589.558783185825,10.085472639999
2022,10,18,12,49,19594.227364341084,11.355637949999
2022,10,18,12,50,19599.092871900837,20.702506570000
2022,10,18,12,51,19604.908459595972,12.392393079999
2022,10,18,12,52,19613.901369637,24.506621289999
2022,10,18,12,53,19619.024936708836,24.495748840000
2022,10,18,12,54,19620.312003338902,18.266617340000
2022,10,18,12,55,19638.265109589003,34.144845540000
2022,10,18,12,56,19632.295000000002,11.494412519999
2022,10,18,12,57,19638.757505070986,11.543546459999
2022,10,18,12,58,19635.901132075454,27.152868380000
2022,10,18,12,59,19634.816978967505,20.234567060000
2022,10,18,13,0,19636.77843014131,23.193075980000
2022,10,18,13,1,19635.385065789465,10.564938419999
2022,10,18,13,2,19631.28151436033,13.281526379999
2022,10,18,13,3,19623.534810126595,20.623560859999
2022,10,18,13,4,19622.712607709745,12.012000210000
2022,10,18,13,5,19621.644524312924,9.594533779999
2022,10,18,13,6,19616.98097130243,7.291184439999
2022,10,18,13,7,19619.40597609562,4.913177559999
2022,10,18,13,8,19621.838893617034,15.510504049999
2022,10,18,13,9,19621.498425720623,21.767468070000
2022,10,18,13,10,19620.90631578949,4.918081089999
2022,10,18,13,11,19624.692350119905,9.551492639999
2022,10,18,13,12,19628.626273584905,10.142935129999
2022,10,18,13,13,19620.724352159454,15.918472119999
2022,10,18,13,14,19605.59006462032,44.944186759999
2022,10,18,13,15,19595.516956521715,39.696377069999
2022,10,18,13,16,19598.772171052606,17.261346899999
2022,10,18,13,17,19605.454141414142,11.167774319999
2022,10,18,13,18,19604.647267267275,7.680046399999
2022,10,18,13,19,19604.318532110083,10.614587359999
2022,10,18,13,20,19607.45327790973,12.847942809999
2022,10,18,13,21,19617.457613412225,13.750542359999
2022,10,18,13,22,19628.418103448286,22.053639960000
2022,10,18,13,23,19627.975648312604,18.435177399999
2022,10,18,13,24,19631.293437500048,24.233720670000
2022,10,18,13,25,19642.723019390593,31.431194660000
2022,10,18,13,26,19654.26876373626,37.266536369999
2022,10,18,13,27,19642.720743944643,16.142527279999
2022,10,18,13,28,19656.556968174198,30.268114010000
2022,10,18,13,29,19648.273186813196,9.915635719999
2022,10,18,13,30,19657.360480874348,24.745631270000
2022,10,18,13,31,19665.790336134447,35.208672370000
2022,10,18,13,32,19663.520515463922,26.445785160000
2022,10,18,13,33,19664.650114822554,35.284697050000
2022,10,18,13,34,19636.5510968922,45.159227549999
2022,10,18,13,35,19632.765880758823,50.191708469999
2022,10,18,13,36,19632.206025641,52.065412389999
2022,10,18,13,37,19624.248934426207,24.126987060000
2022,10,18,13,38,19616.49079261672,28.016950780000
2022,10,18,13,39,19610.041662679432,29.392204200000
2022,10,18,13,40,19589.09605033879,52.042729649999
2022,10,18,13,41,19569.349151291502,38.962835119999
2022,10,18,13,42,19570.52139344264,41.477721489999
2022,10,18,13,43,19580.991678321694,37.964131430000
2022,10,18,13,44,19591.434606598996,34.546283640000
2022,10,18,13,45,19575.239854423315,46.839992079999
2022,10,18,13,46,19569.79912993042,34.699468850000
2022,10,18,13,47,19573.272043422716,45.060977570000
2022,10,18,13,48,19575.241316425112,50.328399209999
2022,10,18,13,49,19582.24145685994,28.637628140000
2022,10,18,13,50,19591.31905844158,25.473892380000
2022,10,18,13,51,19591.780058823533,261.45773433
2022,10,18,13,52,19586.68456973291,36.132915830000
2022,10,18,13,53,19576.657960927954,44.884452450000
2022,10,18,13,54,19547.17919554459,31.367584479999
2022,10,18,13,55,19554.43763586958,16.485755539999
2022,10,18,13,56,19562.612050078256,11.257137279999
2022,10,18,13,57,19558.005814931596,98.751584939999
2022,10,18,13,58,19543.17407325194,35.734631180000
2022,10,18,13,59,19540.4743189755,38.064293370000
2022,10,18,14,0,19549.985762195163,49.355605859999
2022,10,18,14,1,19559.892246696014,16.665658119999
2022,10,18,14,2,19561.439587482208,14.883237410000
2022,10,18,14,3,19568.077207062644,17.3075708
2022,10,18,14,4,19560.162960687943,23.529311460000
2022,10,18,14,5,19557.514026143792,23.941889889999
2022,10,18,14,6,19554.394232456092,17.603249229999
2022,10,18,14,7,19549.111719394805,20.228252190000
2022,10,18,14,8,19550.305597315422,16.577593410000
2022,10,18,14,9,19563.04930257509,29.782010270000
2022,10,18,14,10,19564.828681757648,12.573756109999
2022,10,18,14,11,19564.455117449666,12.638483339999
2022,10,18,14,12,19564.57835714284,25.951501480000
2022,10,18,14,13,19563.099584905667,24.766828570000
2022,10,18,14,14,19560.224999999995,31.192969120000
2022,10,18,14,15,19551.165886287625,56.679561300000
2022,10,18,14,16,19527.697600749772,45.493543849999
2022,10,18,14,17,19524.1277265745,26.584788540000
2022,10,18,14,18,19533.8083649789,26.929007740000
2022,10,18,14,19,19525.985353634554,56.530159679999
2022,10,18,14,20,19524.045328431326,227.891999790000
2022,10,18,14,21,19513.90019867549,203.428990140000
2022,10,18,14,22,19502.793161290287,46.825551060000
2022,10,18,14,23,19492.75285714296,129.458168779999
2022,10,18,14,24,19478.836409284708,400.335002690000
2022,10,18,14,25,19485.72093076049,52.707783799999
2022,10,18,14,26,19493.747121046887,51.946653050000
2022,10,18,14,27,19501.079304964518,25.660969480000
2022,10,18,14,28,19495.44832469775,10.791670529999
2022,10,18,14,29,19485.258843930624,11.192222459999
2022,10,18,14,30,19463.585957661315,47.073253079999
2022,10,18,14,31,19424.67589743588,73.572627859999
2022,10,18,14,32,19398.021308699,90.544825960000
2022,10,18,14,33,19410.813652482284,45.962348859999
2022,10,18,14,34,19412.054094401752,33.704810600000
2022,10,18,14,35,19416.880317273753,43.86794465
2022,10,18,14,36,19406.621070063695,31.844003420000
2022,10,18,14,37,19383.1783375959,65.288850019999
2022,10,18,14,38,19393.558740331508,40.68928426
2022,10,18,14,39,19392.020141010562,34.197062510000
2022,10,18,14,40,19394.804951456295,25.771007950000
2022,10,18,14,41,19422.96261241969,53.426155239999
2022,10,18,14,42,19436.830758807573,23.485448630000
2022,10,18,14,43,19436.888469945363,26.559050570000
2022,10,18,14,44,19443.828852223807,21.798023679999
2022,10,18,14,45,19433.79409722222,17.529599739999
2022,10,18,14,46,19432.210641247806,19.100092090000
2022,10,18,14,47,19438.011304964562,20.307690360000
2022,10,18,14,48,19462.143238095254,22.359537230000
2022,10,18,14,49,19455.471381475683,16.402136560000
2022,10,18,14,50,19436.69818417634,25.196514350000
2022,10,18,14,51,19433.536939163518,22.360719900000
2022,10,18,14,52,19437.82056140351,26.761960369999
2022,10,18,14,53,19433.951252408475,19.197209150000
2022,10,18,14,54,19435.10150375941,9.843158410000
2022,10,18,14,55,19433.683503759454,21.524321420000
2022,10,18,14,56,19422.15934947051,30.862247390000
2022,10,18,14,57,19430.855828779622,17.004544090000
2022,10,18,14,58,19427.323727915184,19.283879160000
2022,10,18,14,59,19418.29962432917,19.348402550000
2022,10,18,15,0,19404.46050306749,50.011967419999
2022,10,18,15,1,19413.005261744987,34.317299240000
2022,10,18,15,2,19428.40602118005,27.469455080000
2022,10,18,15,3,19439.875073746345,22.977435610000
2022,10,18,15,4,19442.35122778675,21.219338960000
2022,10,18,15,5,19438.092570532906,24.432364490000
2022,10,18,15,6,19421.04021052632,23.470629010000
2022,10,18,15,7,19398.231201501898,44.281762070000
2022,10,18,15,8,19391.890260521046,21.150780729999
2022,10,18,15,9,19398.35769953053,19.550940670000
2022,10,18,15,10,19404.30879003557,20.496252230000
2022,10,18,15,11,19405.915609756084,26.814567479999
2022,10,18,15,12,19371.914101620037,77.569901229999
2022,10,18,15,13,19358.231288723662,54.027642949999
2022,10,18,15,14,19368.277664756446,36.288463260000
2022,10,18,15,15,19356.488779220806,35.090377070000
2022,10,18,15,16,19345.955226960097,26.922736910000
2022,10,18,15,17,19345.176053811665,30.090029340000
2022,10,18,15,18,19369.30348508635,32.519887760000
2022,10,18,15,19,19369.967559429475,28.318426400000
2022,10,18,15,20,19351.1850200803,32.937311540000
2022,10,18,15,21,19336.5396004206,53.246560049999
2022,10,18,15,22,19346.039804618144,22.396831300000
2022,10,18,15,23,19360.78449931415,30.251356230000
2022,10,18,15,24,19342.17376470591,43.624160210000
2022,10,18,15,25,19333.19386842107,40.624971059999
2022,10,18,15,26,19338.463038674043,48.986118569999
2022,10,18,15,27,19346.87468978103,35.252620000000
2022,10,18,15,28,19335.408899858954,37.067529910000
2022,10,18,15,29,19344.488243243286,27.668256320000
2022,10,18,15,30,19335.082826362526,48.088943829999
2022,10,18,15,31,19326.14280341882,32.525837280000
2022,10,18,15,32,19336.20341867473,47.174018199999
2022,10,18,15,33,19348.539706703923,40.035860390000
2022,10,18,15,34,19346.00409861325,36.16512256
2022,10,18,15,35,19344.80043352604,30.516991060000
2022,10,18,15,36,19327.91956030153,38.112461460000
2022,10,18,15,37,19326.03458955224,29.142214260000
2022,10,18,15,38,19319.79230769228,42.622132849999
2022,10,18,15,39,19324.495115273785,46.640826449999
2022,10,18,15,40,19322.638618421046,38.825133879999
2022,10,18,15,41,19309.46044131455,115.879739400000
2022,10,18,15,42,19296.391113610774,73.554798190000
2022,10,18,15,43,19292.97396825395,57.263436240000
2022,10,18,15,44,19302.89813504824,60.539738839999
2022,10,18,15,45,19325.181901041688,59.890063929999
2022,10,18,15,46,19329.743782383415,50.526854229999
2022,10,18,15,47,19337.414543010764,44.81825833
2022,10,18,15,48,19344.693485915504,32.330320190000
2022,10,18,15,49,19343.579794721387,32.850131480000
2022,10,18,15,50,19335.5467171717,55.498596800000
2022,10,18,15,51,19339.274128289526,41.50968908
2022,10,18,15,52,19353.9073993289,14.874242879999
2022,10,18,15,53,19366.78326498423,27.642329590000
2022,10,18,15,54,19367.782786596108,24.622855230000
2022,10,18,15,55,19351.421872213963,30.947222150000
2022,10,18,15,56,19344.257722772312,28.185331760000
2022,10,18,15,57,19347.642379182165,23.782460950000
2022,10,18,15,58,19357.60889848811,27.255266489999
2022,10,18,15,59,19366.93496309962,24.251652210000
2022,10,18,16,0,19365.80454293631,48.711996539999
2022,10,18,16,1,19360.878506944442,28.810571090000
2022,10,18,16,2,19362.917705223885,29.663753600000
2022,10,18,16,3,19368.620884955748,18.713048250000
2022,10,18,16,4,19373.584535147424,13.082940899999
2022,10,18,16,5,19370.089962756087,22.580214470000
2022,10,18,16,6,19370.491158021698,79.945821959999
2022,10,18,16,7,19347.127944899472,275.385883599999
2022,10,18,16,8,19376.11585365857,68.141819609999
2022,10,18,16,9,19388.65626728115,23.200399280000
2022,10,18,16,10,19386.855658409375,38.708028370000
2022,10,18,16,11,19386.337366255135,15.005998889999
2022,10,18,16,12,19391.729089552242,32.379804990000
2022,10,18,16,13,19395.417466843475,38.323327220000
2022,10,18,16,14,19393.731476923094,27.823487890000
2022,10,18,16,15,19393.79561386139,50.535020169999
2022,10,18,16,16,19390.945513307965,45.170102820000
2022,10,18,16,17,19413.216224315096,201.22377311
2022,10,18,16,18,19422.217176602924,57.457735949999
2022,10,18,16,19,19422.322412280686,26.104937240000
2022,10,18,16,20,19403.347122507115,27.689139440000
2022,10,18,16,21,19392.302363636398,13.571077110000
2022,10,18,16,22,19382.435549132933,15.584270629999
2022,10,18,16,23,19383.39538596493,38.783658160000
2022,10,18,16,24,19375.488932238186,14.027588260000
2022,10,18,16,25,19366.458903508785,12.805843519999
2022,10,18,16,26,19369.571405835544,7.833963049999
2022,10,18,16,27,19370.985700245685,17.984652020000
2022,10,18,16,28,19380.77136150237,11.305296649999
2022,10,18,16,29,19373.985537918878,16.436851320000
2022,10,18,16,30,19369.144465811947,16.327749550000
2022,10,18,16,31,19372.97670912953,13.059662200000
2022,10,18,16,32,19374.214776119403,19.025312590000
2022,10,18,16,33,19381.000155339796,19.101700419999
2022,10,18,16,34,19389.29558558559,20.026528129999
2022,10,18,16,35,19401.234921090367,62.316893929999
2022,10,18,16,36,19405.63218451751,37.758041609999
2022,10,18,16,37,19412.283015521087,58.786869220000
2022,10,18,16,38,19415.101762820515,20.604132480000
2022,10,18,16,39,19409.904305283762,11.771855369999
2022,10,18,16,40,19407.537655068023,21.766991439999
2022,10,18,16,41,19414.432466539205,12.536958860000
2022,10,18,16,42,19421.625810810798,19.559431070000
2022,10,18,16,43,19419.496307977744,10.806818559999
2022,10,18,16,44,19409.60979527559,25.541986740000
2022,10,18,16,45,19398.11614525141,20.895930759999
2022,10,18,16,46,19403.557560483885,18.095795660000
2022,10,18,16,47,19402.45184466021,12.2600592
2022,10,18,16,48,19405.532229885004,12.544995519999
2022,10,18,16,49,19414.036689342414,11.987806060000
2022,10,18,16,50,19422.167405913984,22.147344490000
2022,10,18,16,51,19423.005048701325,26.548886040000
2022,10,18,16,52,19416.31916932908,34.761806630000
2022,10,18,16,53,19417.369241486085,21.905281440000
2022,10,18,16,54,19434.41351961951,33.143156049999
2022,10,18,16,55,19433.421218637974,17.877354839999
2022,10,18,16,56,19431.162210526298,29.140089290000
2022,10,18,16,57,19413.67791208791,21.223848289999
2022,10,18,16,58,19413.318906249995,40.160934249999
2022,10,18,16,59,19415.098080357133,13.117369749999
2022,10,18,17,0,19410.376270053497,68.023304540000
2022,10,18,17,1,19403.484585987237,28.713596139999
2022,10,18,17,2,19407.537099841506,43.186916950000
2022,10,18,17,3,19393.129351145053,45.680572109999
2022,10,18,17,4,19373.125319465045,45.129746750000
2022,10,18,17,5,19382.96650059314,68.967460769999
2022,10,18,17,6,19386.30972457627,13.839140690000
2022,10,18,17,7,19385.414736842125,30.828821030000
2022,10,18,17,8,19397.153202146674,22.617524479999
2022,10,18,17,9,19389.867500000008,21.587722400000
2022,10,18,17,10,19391.31952234206,23.079089079999
2022,10,18,17,11,19399.771644021705,34.538682249999
2022,10,18,17,12,19400.411914893622,19.922405029999
2022,10,18,17,13,19397.20145956606,22.918357950000
2022,10,18,17,14,19402.541076066784,17.290512140000
2022,10,18,17,15,19397.462283298093,13.524070949999
2022,10,18,17,16,19397.31331417626,12.444298489999
2022,10,18,17,17,19398.184953271008,17.640041180000
2022,10,18,17,18,19391.823729508218,16.359169090000
2022,10,18,17,19,19391.87413711584,7.320921189999
2022,10,18,17,20,19396.758812056738,20.006485589999
2022,10,18,17,21,19397.374508196746,15.119485640000
2022,10,18,17,22,19392.89460554369,15.128687669999
2022,10,18,17,23,19388.439999999984,16.630996429999
2022,10,18,17,24,19394.179653679676,25.593626259999
2022,10,18,17,25,19402.63648068669,9.929661109999
2022,10,18,17,26,19404.073350694434,20.240013670000
2022,10,18,17,27,19404.918727272707,13.687416560000
2022,10,18,17,28,19400.12853862214,16.288284800000
2022,10,18,17,29,19399.457772194342,23.488780759999
2022,10,18,17,30,19400.626814814794,12.440866859999
2022,10,18,17,31,19405.32578871206,32.409915279999
2022,10,18,17,32,19408.600683111996,12.600678880000
2022,10,18,17,33,19413.737359477134,24.984205049999
2022,10,18,17,34,19429.71951351348,43.244737270000
2022,10,18,17,35,19432.59261855671,14.349366270000
2022,10,18,17,36,19427.081653666166,22.800852440000
2022,10,18,17,37,19431.57159836065,11.302633379999
2022,10,18,17,38,19425.181559829052,18.200575389999
2022,10,18,17,39,19429.011336116884,14.948269289999
2022,10,18,17,40,19429.69737327189,12.030298169999
2022,10,18,17,41,19419.29360876894,20.543790960000
2022,10,18,17,42,19417.754741200795,9.799233699999
2022,10,18,17,43,19417.977040000045,16.017081300000
2022,10,18,17,44,19414.45223958337,13.5872093
2022,10,18,17,45,19414.429869565207,7.858960419999
2022,10,18,17,46,19405.526972477102,13.892602120000
2022,10,18,17,47,19396.999161554166,12.631156519999
2022,10,18,17,48,19398.327863636358,8.528319969999
2022,10,18,17,49,19398.254614003545,16.942741619999
2022,10,18,17,50,19403.81491935484,9.553639999999
2022,10,18,17,51,19403.868253358927,11.785868880000
2022,10,18,17,52,19401.097469635635,11.340012179999
2022,10,18,17,53,19398.74401477831,12.682966089999
2022,10,18,17,54,19398.206886597956,11.302437379999
2022,10,18,17,55,19400.88532293986,22.893886179999
2022,10,18,17,56,19403.724808612456,15.417203689999
2022,10,18,17,57,19398.701313320835,16.13086642
2022,10,18,17,58,19407.627030567703,10.071343230000
2022,10,18,17,59,19409.091690140856,7.798600769999
2022,10,18,18,0,19407.908971962628,10.467179459999
2022,10,18,18,1,19403.961652046753,28.354020309999
2022,10,18,18,2,19406.600247747738,13.405304270000
2022,10,18,18,3,19387.19628526645,26.079887179999
2022,10,18,18,4,19382.648869395725,14.458534019999
2022,10,18,18,5,19385.299267734543,10.422029949999
2022,10,18,18,6,19388.90173652693,8.849918769999
2022,10,18,18,7,19400.000607476642,6.073184799999
2022,10,18,18,8,19405.941896907214,8.904784639999
2022,10,18,18,9,19397.71866666668,9.670251079999
2022,10,18,18,10,19401.519924953118,39.206639209999
2022,10,18,18,11,19406.235936739657,6.979111089999
2022,10,18,18,12,19406.586580645173,31.123115470000
2022,10,18,18,13,19405.47736842103,5.110429450000
2022,10,18,18,14,19408.10245524296,7.792399209999
2022,10,18,18,15,19399.176908212532,9.058915879999
2022,10,18,18,16,19391.81480874315,24.762529329999
2022,10,18,18,17,19401.804060773502,12.598387789999
2022,10,18,18,18,19403.063582766456,12.950911039999
2022,10,18,18,19,19394.16282527882,13.492999760000
2022,10,18,18,20,19386.792979999955,10.622658810000
2022,10,18,18,21,19387.82994800695,19.057107530000
2022,10,18,18,22,19387.476538461542,5.089726639999
2022,10,18,18,23,19393.510146198827,5.8368905
2022,10,18,18,24,19393.958407960192,12.067153129999
2022,10,18,18,25,19390.02939473686,28.987633460000
2022,10,18,18,26,19384.695012594457,5.671235019999
2022,10,18,18,27,19390.419212253844,9.166217979999
2022,10,18,18,28,19395.9496449704,7.882615699999
2022,10,18,18,29,19399.957045454546,6.805655619999
2022,10,18,18,30,19397.625727002964,7.995551579999
2022,10,18,18,31,19392.93450276242,5.330614799999
2022,10,18,18,32,19386.14416666668,9.456828019999
2022,10,18,18,33,19380.57403341289,10.04228612
2022,10,18,18,34,19373.89279467682,14.042808540000
2022,10,18,18,35,19382.925966981118,7.393854449999
2022,10,18,18,36,19367.46944444444,55.605443540000
2022,10,18,18,37,19335.195997130562,36.291498600000
2022,10,18,18,38,19344.16890350879,41.846101359999
2022,10,18,18,39,19343.93946428572,23.102325079999
2022,10,18,18,40,19345.305729813692,23.126360750000
2022,10,18,18,41,19338.83728215767,16.986028200000
2022,10,18,18,42,19338.22964230172,28.513952260000
2022,10,18,18,43,19329.70661042944,20.474549840000
2022,10,18,18,44,19293.043445078485,82.324867670000
2022,10,18,18,45,19279.22421550094,35.905329970000
2022,10,18,18,46,19263.41181409294,47.080985909999
2022,10,18,18,47,19259.51208566109,29.808155170000
2022,10,18,18,48,19239.710648148164,96.195027670000
2022,10,18,18,49,19254.805346651025,47.364518479999
2022,10,18,18,50,19230.55760233918,38.663036490000
2022,10,18,18,51,19205.369408224713,57.134013359999
2022,10,18,18,52,19194.232518610457,28.902520300000
